# Simulation 1 (Up to date)
# 641 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
52.081,212.001,227.001,-4.437,6.968,-0.018,0.374,-185.772,0.002,185.772,270.001,5.373,0.374,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.803,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.542,90,13.524,986.627,0.001,339.495,0.013,5.155e5,10.16,81.073,0.227,0.352,8.487e-4
52.308,210.995,225.995,-4.441,7.036,0.381,2.919,-186.999,0.002,186.999,270.001,5.458,2.894,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.759,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.198,90,13.531,986.745,0.001,339.499,0.014,5.36e5,10.16,81.073,0.226,0.352,8.602e-4
52.534,210,225,-4.355,6.483,-0.367,0.66,-188.16,0.002,188.16,270.001,4.803,0.549,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.394,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.55,90,13.538,986.861,0.001,339.503,0.013,5.065e5,10.16,81.073,0.231,0.352,7.7e-4
52.765,208.985,223.985,-4.439,6.448,0.17,1.935,-189.254,0.002,189.254,270.001,4.676,1.928,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.242,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.819,90,13.544,986.98,0.001,339.507,0.013,5.25e5,10.16,81.073,0.226,0.352,7.559e-4
52.991,207.985,222.985,-4.401,6.111,-0.177,0.263,-190.263,0.002,190.263,270.001,4.24,0.194,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.605,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.329,90,13.551,987.098,0.001,339.511,0.013,5.112e5,10.16,81.073,0.228,0.352,6.978e-4
53.219,206.975,221.975,-4.441,6.171,0.052,1.02,-191.236,0.002,191.236,270,4.284,1.018,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.942,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.742,90,13.557,987.216,0.001,339.515,0.013,5.186e5,10.16,81.073,0.226,0.352,7.049e-4
53.446,205.972,220.972,-4.43,6.325,-0.043,0.396,-192.231,0.002,192.231,270,4.514,0.394,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.774,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.336,90,13.564,987.334,0.001,339.518,0.013,5.15e5,10.16,81.073,0.227,0.353,7.344e-4
53.672,204.966,219.966,-4.439,6.268,-0.005,0.201,-193.244,0.002,193.244,270,4.425,0.201,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.813,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.516,90,13.57,987.452,0.001,339.522,0.013,5.158e5,10.16,81.073,0.226,0.353,7.231e-4
53.899,203.962,218.962,-4.441,6.301,-0.001,0.036,-194.251,0.001,194.251,270,4.47,0.036,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.815,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.487,90,13.577,987.569,0.001,339.526,0.013,5.159e5,10.16,81.073,0.226,0.353,7.29e-4
54.125,202.958,217.958,-4.441,6.307,0.265,2.367,-195.263,0.001,195.263,270,4.479,2.352,59.75,17.147,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.46,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.515,90,13.583,987.687,0.001,339.53,0.013,5.298e5,10.16,81.073,0.226,0.353,7.301e-4
54.351,201.96,216.96,-4.381,6.656,-0.239,0.695,-196.335,0.001,196.335,270,5.01,0.653,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.556,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.309,90,13.59,987.804,0.001,339.534,0.013,5.102e5,10.16,81.073,0.229,0.353,7.985e-4
54.58,200.95,215.95,-4.436,6.805,0.034,1.036,-197.501,0.001,197.501,270,5.16,1.036,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.923,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.694,90,13.596,987.923,0.001,339.538,0.013,5.183e5,10.16,81.073,0.226,0.353,8.201e-4
54.806,199.947,214.947,-4.428,6.623,-0.048,0.305,-198.643,0.001,198.643,270,4.926,0.301,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.763,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.789,90,13.603,988.04,0.001,339.542,0.013,5.148e5,10.16,81.073,0.227,0.353,7.886e-4
55.033,198.941,213.941,-4.439,6.58,0.028,0.796,-199.752,0.001,199.752,270,4.857,0.796,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.889,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.499,90,13.609,988.158,0.001,339.546,0.013,5.176e5,10.16,81.073,0.226,0.353,7.799e-4
55.259,197.938,212.938,-4.433,6.444,-0.023,0.394,-200.83,0.001,200.83,270,4.677,0.393,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.798,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5,90,13.616,988.276,0.001,339.55,0.013,5.156e5,10.16,81.073,0.226,0.354,7.559e-4
55.486,196.934,211.934,-4.438,6.383,0.005,0.475,-201.879,0.001,201.879,270,4.588,0.475,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.835,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.374,90,13.622,988.394,0.001,339.554,0.013,5.164e5,10.16,81.073,0.226,0.354,7.444e-4
55.712,195.93,210.93,-4.437,6.306,-0.002,0.418,-202.904,0.001,202.904,270,4.481,0.418,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.825,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.67,90,13.629,988.511,0.001,339.558,0.013,5.162e5,10.16,81.073,0.226,0.354,7.303e-4
55.938,194.927,209.927,-4.437,6.374,0.045,1.025,-203.929,9.404e-4,203.929,270,4.576,1.024,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.934,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.115,90,13.635,988.629,0.001,339.562,0.013,5.186e5,10.16,81.073,0.226,0.354,7.427e-4
56.164,193.924,208.924,-4.427,6.202,-0.052,0.062,-204.937,8.814e-4,204.937,270,4.344,0.034,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.754,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.36,90,13.642,988.747,0.001,339.566,0.013,5.147e5,10.16,81.073,0.227,0.354,7.121e-4
56.391,192.92,207.92,-4.439,6.216,0.031,0.772,-205.923,8.232e-4,205.923,270,4.352,0.772,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.89,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.004,90,13.649,988.864,0.001,339.57,0.013,5.177e5,10.16,81.073,0.226,0.354,7.135e-4
56.617,191.917,206.917,-4.432,6.09,-0.029,0.054,-206.886,7.661e-4,206.886,270,4.177,0.045,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.781,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.198,90,13.655,988.982,0.001,339.574,0.013,5.153e5,10.16,81.073,0.226,0.354,6.908e-4
56.843,190.913,205.913,-4.438,6.102,0.057,1.059,-207.833,7.101e-4,207.833,270,4.188,1.058,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.953,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.663,90,13.662,989.1,0.001,339.578,0.013,5.191e5,10.16,81.073,0.226,0.354,6.923e-4
57.069,189.912,204.912,-4.425,6.259,-0.037,0.605,-208.807,6.553e-4,208.807,270,4.427,0.604,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.795,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.154,90,13.668,989.217,0.001,339.582,0.013,5.157e5,10.16,81.073,0.227,0.354,7.228e-4
57.296,188.908,203.908,-4.434,6.169,0.014,0.794,-209.794,6.001e-4,209.794,270,4.29,0.794,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.872,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.932,90,13.675,989.335,0.001,339.586,0.013,5.174e5,10.16,81.073,0.226,0.354,7.053e-4
57.522,187.905,202.905,-4.43,6.043,-0.016,0.543,-210.744,5.445e-4,210.744,270,4.11,0.543,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.815,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.865,90,13.681,989.453,0.001,339.59,0.013,5.161e5,10.16,81.073,0.226,0.355,6.821e-4
57.749,186.902,201.902,-4.434,5.963,0.049,1.12,-211.661,4.896e-4,211.661,270,3.987,1.119,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.951,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.49,90,13.688,989.57,0.001,339.594,0.013,5.191e5,10.16,81.073,0.226,0.355,6.666e-4
57.975,185.901,200.901,-4.423,6.127,0.123,1.949,-212.591,4.362e-4,212.591,270,4.24,1.945,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.191,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.106,90,13.694,989.688,0.001,339.598,0.013,5.243e5,10.16,81.073,0.227,0.355,6.986e-4
58.201,184.901,199.901,-4.395,6.421,-0.175,0.452,-213.602,3.832e-4,213.602,270,4.681,0.416,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.617,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.871,90,13.701,989.805,0.001,339.601,0.013,5.118e5,10.16,81.073,0.228,0.355,7.552e-4
58.429,183.894,198.894,-4.435,6.518,0.037,0.941,-214.681,3.276e-4,214.681,270,4.776,0.941,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.915,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2,90,13.707,989.923,0.001,339.605,0.013,5.184e5,10.16,81.073,0.226,0.355,7.69e-4
58.655,182.893,197.893,-4.426,6.669,-0.043,0.121,-215.784,2.696e-4,215.784,270,4.989,0.113,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.765,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.938,90,13.714,990.04,0.001,339.609,0.013,5.151e5,10.16,81.073,0.226,0.355,7.969e-4
58.882,181.89,196.89,-4.436,6.657,0.028,0.74,-216.911,2.091e-4,216.911,270,4.963,0.74,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.883,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.63,90,13.72,990.158,0.001,339.613,0.013,5.177e5,10.16,81.073,0.226,0.355,7.938e-4
59.108,180.888,195.888,-4.43,6.529,0.021,0.97,-218.013,1.469e-4,218.013,270,4.796,0.97,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.898,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.36,90,13.727,990.276,0.001,339.617,0.013,5.181e5,10.16,81.073,0.226,0.355,7.715e-4
59.334,179.886,194.886,-4.425,6.366,-0.025,0.651,-219.074,8.448e-5,219.074,270,4.577,0.65,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.812,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.871,90,13.733,990.393,0.001,339.621,0.013,5.162e5,10.16,81.073,0.226,0.355,7.424e-4
59.56,178.884,193.884,-4.431,6.477,-0.017,0.277,-220.127,2.308e-5,220.127,270,4.724,0.276,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.801,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.599,90,13.74,990.511,0.001,339.625,0.013,5.16e5,10.16,81.073,0.226,0.355,7.62e-4
59.787,177.882,192.882,-4.435,6.434,0.032,0.829,-221.188,-3.751e-5,221.188,270,4.661,0.829,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.896,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.035,90,13.746,990.628,0.001,339.629,0.013,5.181e5,10.16,81.073,0.226,0.355,7.539e-4
